71774,2008-06-01 00:00:00.000,110562,29847,836,1
71774,2008-06-01 00:00:00.000,110563,29847,822,1
71776,2008-06-01 00:00:00.000,110567,30072,907,1
71780,2008-06-01 00:00:00.000,110616,30113,905,4
71780,2008-06-01 00:00:00.000,110617,30113,983,2
71780,2008-06-01 00:00:00.000,110618,30113,988,6
71780,2008-06-01 00:00:00.000,110619,30113,748,2
71780,2008-06-01 00:00:00.000,110620,30113,990,1
71780,2008-06-01 00:00:00.000,110621,30113,926,1
71780,2008-06-01 00:00:00.000,110622,30113,743,1
71780,2008-06-01 00:00:00.000,110623,30113,782,4
71780,2008-06-01 00:00:00.000,110624,30113,918,2
71780,2008-06-01 00:00:00.000,110625,30113,780,4
71780,2008-06-01 00:00:00.000,110626,30113,937,1
71780,2008-06-01 00:00:00.000,110627,30113,867,6
71780,2008-06-01 00:00:00.000,110628,30113,985,1
71780,2008-06-01 00:00:00.000,110629,30113,989,2
71780,2008-06-01 00:00:00.000,110630,30113,991,3
71780,2008-06-01 00:00:00.000,110631,30113,992,1
71780,2008-06-01 00:00:00.000,110632,30113,993,2
71780,2008-06-01 00:00:00.000,110633,30113,984,2
71780,2008-06-01 00:00:00.000,110634,30113,986,3
71780,2008-06-01 00:00:00.000,110635,30113,987,3
71780,2008-06-01 00:00:00.000,110636,30113,981,2
71780,2008-06-01 00:00:00.000,110637,30113,982,3
71780,2008-06-01 00:00:00.000,110638,30113,783,5
71780,2008-06-01 00:00:00.000,110639,30113,809,3
71780,2008-06-01 00:00:00.000,110640,30113,810,1
71780,2008-06-01 00:00:00.000,110641,30113,935,2
71780,2008-06-01 00:00:00.000,110642,30113,925,1
71780,2008-06-01 00:00:00.000,110643,30113,869,7
71780,2008-06-01 00:00:00.000,110644,30113,880,1
71782,2008-06-01 00:00:00.000,110667,29485,714,3
71782,2008-06-01 00:00:00.000,110668,29485,956,3
71782,2008-06-01 00:00:00.000,110669,29485,954,1
71782,2008-06-01 00:00:00.000,110670,29485,712,10
71782,2008-06-01 00:00:00.000,110671,29485,877,10
71782,2008-06-01 00:00:00.000,110672,29485,996,4
71782,2008-06-01 00:00:00.000,110673,29485,864,6
71782,2008-06-01 00:00:00.000,110674,29485,876,3
71782,2008-06-01 00:00:00.000,110675,29485,959,4
71782,2008-06-01 00:00:00.000,110676,29485,971,4
71782,2008-06-01 00:00:00.000,110677,29485,870,6
71782,2008-06-01 00:00:00.000,110678,29485,978,1
71782,2008-06-01 00:00:00.000,110679,29485,955,1
71782,2008-06-01 00:00:00.000,110680,29485,948,1
71782,2008-06-01 00:00:00.000,110681,29485,994,1
71782,2008-06-01 00:00:00.000,110682,29485,970,1
71782,2008-06-01 00:00:00.000,110683,29485,966,2
71782,2008-06-01 00:00:00.000,110684,29485,884,4
71782,2008-06-01 00:00:00.000,110685,29485,885,2
71782,2008-06-01 00:00:00.000,110686,29485,715,8
71782,2008-06-01 00:00:00.000,110687,29485,894,3
71782,2008-06-01 00:00:00.000,110688,29485,957,1
71782,2008-06-01 00:00:00.000,110689,29485,967,2
71782,2008-06-01 00:00:00.000,110690,29485,708,7
